setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JeVXb,293.15,0.361,101.3,1023.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,293.15,0.3977,101.3,1027.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,293.15,0.4395,101.3,1032.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,293.15,0.4909,101.3,1038.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0,101.3,969.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.0163,101.3,971.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.0311,101.3,973.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.042,101.3,975.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.0528,101.3,976.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.0794,101.3,980.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.1156,101.3,985.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.1953,101.3,996.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.2801,101.3,1008.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.3074,101.3,1011.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.361,101.3,1017.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.3977,101.3,1022.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.4395,101.3,1027.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,298.15,0.4909,101.3,1033.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0,101.3,963.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.0163,101.3,966,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.0311,101.3,968.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.042,101.3,969.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.0528,101.3,971.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.0794,101.3,975,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.1156,101.3,980.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.1953,101.3,991,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.2801,101.3,1002.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.3074,101.3,1005.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.361,101.3,1012.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.3977,101.3,1016.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.4395,101.3,1021.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,303.15,0.4909,101.3,1027.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0,101.3,957.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.0163,101.3,960.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.0311,101.3,962.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.042,101.3,964.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.0528,101.3,965.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.0794,101.3,969.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.1156,101.3,974.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.1953,101.3,985.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.2801,101.3,997,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.3074,101.3,1000.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.361,101.3,1006.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.3977,101.3,1011.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.4395,101.3,1016.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,308.15,0.4909,101.3,1022.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0,101.3,952.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.0163,101.3,954.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.0311,101.3,956.9,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.042,101.3,958.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.0528,101.3,960,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.0794,101.3,963.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.1156,101.3,968.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.1953,101.3,979.8,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.2801,101.3,991.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.3074,101.3,994.4,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.361,101.3,1001.2,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.3977,101.3,1005.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.4395,101.3,1010.6,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,313.15,0.4909,101.3,1016.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0,101.3,946.5,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.0163,101.3,949,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.0311,101.3,951.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.042,101.3,952.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.0528,101.3,954.3,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.0794,101.3,958,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.1156,101.3,963.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.1953,101.3,974.1,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
JeVXb,318.15,0.2801,101.3,985.7,Wang et al. (2022b),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
