setid,Mole fraction of choline bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cNtcu,0.0526,318.15,100,1113,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.0526,323.15,100,1109.5,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.0526,328.15,100,1106,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.0526,333.15,100,1102.5,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.0526,338.15,100,1098.9,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.0526,343.15,100,1095.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.0526,348.15,100,1091.7,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.0526,353.15,100,1088,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,313.15,100,1229.1,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,318.15,100,1225.2,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,323.15,100,1221.2,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,328.15,100,1217.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,333.15,100,1213.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,338.15,100,1209.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,343.15,100,1205.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,348.15,100,1201.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.1633,353.15,100,1197.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,313.15,100,1323.2,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,318.15,100,1319,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,323.15,100,1314.7,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,328.15,100,1310.4,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,333.15,100,1306.1,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,338.15,100,1301.9,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,343.15,100,1297.6,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,348.15,100,1293.3,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.3054,353.15,100,1289.1,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,313.15,100,1379,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,318.15,100,1375,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,323.15,100,1370,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,328.15,100,1366,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,333.15,100,1361,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,338.15,100,1357,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,343.15,100,1353,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,348.15,100,1348.2,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.4288,353.15,100,1343.9,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,313.15,100,1432,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,318.15,100,1427,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,323.15,100,1423,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,328.15,100,1418,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,333.15,100,1414,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,338.15,100,1410,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,343.15,100,1405,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,348.15,100,1401,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.5894,353.15,100,1396,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,313.15,100,1475,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,318.15,100,1470,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,323.15,100,1466,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,328.15,100,1461,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,333.15,100,1457,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,338.15,100,1452,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,343.15,100,1448,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,348.15,100,1443,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.7703,353.15,100,1439,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,313.15,100,1494,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,318.15,100,1490,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,323.15,100,1485,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,328.15,100,1481,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,333.15,100,1476,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,338.15,100,1472,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,343.15,100,1467,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,348.15,100,1463,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,0.8728,353.15,100,1458,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,313.15,100,1514,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,318.15,100,1510,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,323.15,100,1505,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,328.15,100,1501,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,333.15,100,1496,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,338.15,100,1492,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,343.15,100,1487,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,348.15,100,1482,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
cNtcu,1,353.15,100,1478,Domanska et al. (2014e),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABVvav,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,choline bis(trifluoromethylsulfonyl)imide,,,
