setid,"MolaRity of N,N,N-triheptyl-1-heptanaminium bromide, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zwHXv,0,101,298.15,936.1,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
zwHXv,0.0193,101,298.15,937.15,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
zwHXv,0.03858,101,298.15,938.14,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
zwHXv,0.06003,101,298.15,939.18,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
zwHXv,0.0793,101,298.15,940.1,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
zwHXv,0.0986,101,298.15,940.98,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
zwHXv,0.12001,101,298.15,941.93,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
