setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium dimethyl phosphate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RYgAi,293.15,0,101,785.3,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.0987,101,888.4,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.2003,101,966.9,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.2991,101,1028.9,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.4,101,1081.3,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.4998,101,1124.7,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.598,101,1160.5,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.699,101,1192.6,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.7968,101,1219.1,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,0.9001,101,1243.8,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,293.15,1,101,1264.9,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0,101,781.1,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.0987,101,884.5,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.2003,101,963.2,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.2991,101,1025.2,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.4,101,1077.8,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.4998,101,1121.1,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.598,101,1157,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.699,101,1189.1,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.7968,101,1215.7,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,0.9001,101,1240.2,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,298.15,1,101,1261.3,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0,101,776.8,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0.0987,101,880.6,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0.2003,101,959.4,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0.2991,101,1021.7,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0.4,101,1074.2,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0.4998,101,1117.6,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0.598,101,1153.5,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RYgAi,303.15,0.699,101,1185.6,Zhang et al. (2014d),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
