setid,"Temperature, K","MolaLity of 1-decyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of 4-O-.beta.-D-galactopyranosyl-D-glucose, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rzDAf,288.15,0.3664,86,0.5,1066.93,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0,86,0.5,1058.67,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.01509,86,0.5,1059.07,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.01921,86,0.5,1059.18,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.02504,86,0.5,1059.32,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.02924,86,0.5,1059.44,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.0335,86,0.5,1059.55,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.03744,86,0.5,1059.63,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.04143,86,0.5,1059.71,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.04586,86,0.5,1059.79,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.0522,86,0.5,1059.92,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.0878,86,0.5,1060.57,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.1382,86,0.5,1061.48,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.1949,86,0.5,1062.47,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.2503,86,0.5,1063.42,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.2799,86,0.5,1063.91,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,293.15,0.3664,86,0.5,1065.32,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0,86,0.5,1057.18,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.01509,86,0.5,1057.56,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.01921,86,0.5,1057.66,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.02504,86,0.5,1057.8,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.02924,86,0.5,1057.91,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.0335,86,0.5,1058.01,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.03744,86,0.5,1058.09,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.04143,86,0.5,1058.16,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.04586,86,0.5,1058.24,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.0522,86,0.5,1058.36,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.0878,86,0.5,1058.98,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.1382,86,0.5,1059.85,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.1949,86,0.5,1060.8,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.2503,86,0.5,1061.7,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.2799,86,0.5,1062.17,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,298.15,0.3664,86,0.5,1063.52,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0,86,0.5,1055.49,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.01509,86,0.5,1055.85,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.01921,86,0.5,1055.94,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.02504,86,0.5,1056.08,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.02924,86,0.5,1056.18,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.0335,86,0.5,1056.28,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.03744,86,0.5,1056.36,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.04143,86,0.5,1056.43,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.04586,86,0.5,1056.5,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.0522,86,0.5,1056.62,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.0878,86,0.5,1057.2,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.1382,86,0.5,1058.04,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.1949,86,0.5,1058.94,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
rzDAf,303.15,0.2503,86,0.5,1059.8,Zamani et al. (2018),Density,Liquid,ABNqbw,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,4-O-.beta.-D-galactopyranosyl-D-glucose,AADYJk,O,water,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide
