setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NZLAM,0.2977,0.2925,100,298.15,1212.46,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.3053,0.6498,100,298.15,985.36,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.3097,0.1162,100,298.15,1241.2,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.3106,0.6797,100,298.15,922.59,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.3421,0.5256,100,298.15,1071.36,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.3603,0.5691,100,298.15,1003.79,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.3959,0.5651,100,298.15,950.67,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.3982,0.3694,100,298.15,1122.89,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.4003,0.2497,100,298.15,1171.78,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.4116,0.099,100,298.15,1206.04,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.44,0.4474,100,298.15,1026.33,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.4561,0.4839,100,298.15,964.51,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.4936,0.3108,100,298.15,1077.51,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.4999,0.2083,100,298.15,1127.15,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.5094,0.4837,100,298.15,870.2,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.55,0.3595,100,298.15,976.77,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.5579,0.3933,100,298.15,925.82,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.5968,0.2475,100,298.15,1025.79,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.6032,0.1652,100,298.15,1074.11,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.6047,0.3697,100,298.15,882.94,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.6995,0.1844,100,298.15,970.02,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.7142,0.119,100,298.15,1008.89,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.7386,0.2088,100,298.15,894.73,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
NZLAM,0.8266,0.1385,100,298.15,857.86,Gomez et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate"
