setid,"Temperature, K","Pressure, kPa","Mole ratio to solvent: 1,2-ethanediol","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CBODz,283.15,101,2.01,1190.3,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,288.15,101,2.01,1187.3,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,293.15,101,2.01,1184.2,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,298.15,101,2.01,1181.4,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,303.15,101,2.01,1178.4,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,308.15,101,2.01,1175.4,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,313.15,101,2.01,1172.5,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,318.15,101,2.01,1169.6,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,323.15,101,2.01,1166.7,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,328.15,101,2.01,1163.8,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,333.15,101,2.01,1160.8,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,338.15,101,2.01,1157.9,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,343.15,101,2.01,1155,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,348.15,101,2.01,1152.2,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,353.15,101,2.01,1149.1,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
