setid,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NOHdo,293.16,1085.5,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,298.14,1082.1,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,303.14,1078.8,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,308.14,1075.4,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,313.14,1072.2,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,318.14,1068.9,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,323.14,1065.6,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,328.14,1062.4,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,333.14,1059.1,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,338.14,1055.9,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,343.14,1052.7,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,348.14,1049.5,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,353.14,1046.3,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,358.14,1043.1,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
NOHdo,363.14,1039.9,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
