setid,"Mole fraction of N,N-diethylethanolammonium hydrogen dihexanoate","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZaiEt,0.6088,328.15,101,990.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,333.15,101,986.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,338.15,101,982.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,343.15,101,978.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,348.15,101,975.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,353.15,101,971.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,358.15,101,967.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,363.15,101,963.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,368.15,101,959.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.6088,373.15,101,955.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,278.15,101,1010.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,283.15,101,1007.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,288.15,101,1003.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,293.15,101,999.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,298.15,101,996.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,303.15,101,992.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,308.15,101,988.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,313.15,101,985.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,318.15,101,981.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,323.15,101,977.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,328.15,101,973.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,333.15,101,970.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,338.15,101,966.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,343.15,101,962.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,348.15,101,958.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,353.15,101,954.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,358.15,101,951.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,363.15,101,947.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,368.15,101,943.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.7258,373.15,101,939.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,278.15,101,993.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,283.15,101,989.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,288.15,101,986,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,293.15,101,982.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,298.15,101,978.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,303.15,101,975.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,308.15,101,971.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,313.15,101,967.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,318.15,101,964.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,323.15,101,960.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,328.15,101,956.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,333.15,101,953.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,338.15,101,949.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,343.15,101,945.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,348.15,101,941.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,353.15,101,938.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,358.15,101,934.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,363.15,101,930.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,368.15,101,926.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.8535,373.15,101,922.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,278.15,101,975,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,283.15,101,971.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,288.15,101,967.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,293.15,101,964.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,298.15,101,960.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,303.15,101,957.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,308.15,101,953.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,313.15,101,950,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,318.15,101,946.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,323.15,101,942.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,328.15,101,939.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,333.15,101,935.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,338.15,101,931.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,343.15,101,928,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,348.15,101,924.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,353.15,101,920.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,358.15,101,916.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,363.15,101,912.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,368.15,101,908.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,1,373.15,101,904.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
