setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FXNvd,298.15,0,101,1044.85,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.0502,101,1079.03,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.0989,101,1108.64,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.1998,101,1160.82,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.3001,101,1203,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.4012,101,1238.3,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.5012,101,1267.8,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.6014,101,1293.3,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.7003,101,1315.5,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.8005,101,1335.4,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,0.9016,101,1353.6,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,298.15,1,101,1370,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,303.15,0,101,1040.97,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
FXNvd,303.15,0.0502,101,1075.09,Zhong et al. (2007),Density,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
