setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PqXho,0.12257,101,298,0.02,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.13154,101,298,0.022,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.13995,101,298,0.023,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.14894,101,298,0.025,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.15804,101,298,0.026,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.18466,101,298,0.03,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.26426,101,298,0.043,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.35223,101,298,0.057,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.36638,101,298,0.059,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.43681,101,298,0.069,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.53058,101,298,0.083,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.62375,101,298,0.097,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.69658,101,298,0.107,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.70616,101,298,0.108,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.79662,101,298,0.121,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,0.88015,101,298,0.132,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,1.05758,101,298,0.155,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,1.22943,101,298,0.176,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,1.38562,101,298,0.195,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,1.41176,101,298,0.198,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,1.46883,101,298,0.204,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,1.76904,101,298,0.237,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,2.84774,101,298,0.337,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,4.19821,101,298,0.426,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,4.32294,101,298,0.434,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,5.54691,101,298,0.497,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,6.12937,101,298,0.52,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
PqXho,6.63909,101,298,0.538,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
