setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sdAWg,293.15,0,101,948.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.0817,101,996.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.1602,101,1036.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.2406,101,1067.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.3472,101,1100.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.4392,101,1122.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.5598,101,1145.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.6532,101,1160.9,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.7428,101,1173.4,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.8382,101,1185.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,0.9424,101,1196.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,293.15,1,101,1202.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0,101,943.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.0817,101,993.6,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.1602,101,1033.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.2406,101,1064.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.3472,101,1097.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.4392,101,1119.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.5598,101,1142.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.6532,101,1157.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.7428,101,1170.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.8382,101,1181.9,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,0.9424,101,1193.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,298.15,1,101,1199.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0,101,938.9,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.0817,101,989.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.1602,101,1029,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.2406,101,1060.6,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.3472,101,1093.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.4392,101,1115.6,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.5598,101,1139,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.6532,101,1154,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.7428,101,1166.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.8382,101,1178.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,0.9424,101,1189.6,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,303.15,1,101,1195.6,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0,101,934.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.0817,101,985.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.1602,101,1024.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.2406,101,1056.4,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.3472,101,1089.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.4392,101,1111.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.5598,101,1135.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.6532,101,1150.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.7428,101,1162.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.8382,101,1174.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,0.9424,101,1186.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,308.15,1,101,1192,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0,101,929.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0.0817,101,981.4,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0.1602,101,1020.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0.2406,101,1052.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0.3472,101,1085.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0.4392,101,1107.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0.5598,101,1131.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
sdAWg,313.15,0.6532,101,1146.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
