setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cNtfm,293.15,0,101,789.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.0198,101,830,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.2033,101,1055.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.312,101,1125.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.3897,101,1161.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.5002,101,1201.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.5982,101,1228.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.6961,101,1250.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.7902,101,1267.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.9033,101,1285.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,0.992,101,1297,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,293.15,1,101,1297.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0,101,785.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.0198,101,825.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.0465,101,873.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.0991,101,948.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.2033,101,1051.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.312,101,1121.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.3897,101,1157.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.5002,101,1197.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.5982,101,1224.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.6961,101,1246.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.7902,101,1263.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.9033,101,1281.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,0.992,101,1292.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,298.15,1,101,1293.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,303.15,0,101,780.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
cNtfm,303.15,0.0198,101,821.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
