setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PxNFi,298.15,546.8,0.0002806,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,990.1,0.0002508,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,1415.9,0.000228,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,1781,0.0002113,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,2368.7,0.0001892,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,2995,0.0001701,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,3701.9,0.0001528,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,4078.2,0.000145,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,298.15,4591.4,0.0001353,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,605.9,0.0002921,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,1277.7,0.0002564,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,1535.8,0.0002455,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,1878.5,0.0002323,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,2476.1,0.0002123,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,2953.6,0.0001988,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,3504.4,0.0001852,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
PxNFi,313.15,3995.2,0.0001748,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjozj,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
