setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lyihL,293.15,0.0448,101,874.9,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.0999,101,952,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.166,101,1019,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.2,101,1059,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.284,101,1124,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.377,101,1180,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.49,101,1234,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.578,101,1268,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.673,101,1298,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.745,101,1313.6,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.803,101,1332.1,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.889,101,1350.5,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,293.15,0.943,101,1361,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.0448,101,872.8,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.0999,101,950,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.166,101,1017,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.2,101,1057,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.284,101,1122,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.377,101,1179,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.49,101,1233,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.578,101,1266,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.673,101,1297,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.745,101,1311.9,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.803,101,1330.4,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.889,101,1348.8,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,295.15,0.943,101,1359.3,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.0448,101,870.8,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.0999,101,949,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.166,101,1015,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.2,101,1055,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.284,101,1121,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.377,101,1177,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.49,101,1231,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.578,101,1265,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.673,101,1295,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.745,101,1310.2,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.803,101,1328.8,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
lyihL,297.15,0.889,101,1347.1,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AALIPU,CC(C)=O,acetone,,,
