setid,Mole fraction of benzene,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QgoFy,0,298.15,101.325,1235.4,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.048,298.15,101.325,1228.3,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.097,298.15,101.325,1221.1,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.147,298.15,101.325,1213.1,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.191,298.15,101.325,1205.4,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.287,298.15,101.325,1187.2,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.337,298.15,101.325,1177.3,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.367,298.15,101.325,1169.5,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
QgoFy,0.461,298.15,101.325,1147.1,Gonzalez et al. (2010g),Density,Liquid mixture 1,Liquid mixture 2,,9,AAPBFE,c1ccccc1,benzene,AATOnt,CCCCCCC,heptane
