setid,"Temperature, K",Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cyxik,298.15,0.0502,101,1060.5,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.1042,101,1094.8,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.1512,101,1112.7,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.2006,101,1126.1,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.2543,101,1136.1,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.2948,101,1142.4,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.4,101,1154.1,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.4913,101,1161.5,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.6014,101,1168.3,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.7228,101,1173.9,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.7493,101,1175.1,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.783,101,1176.4,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.8449,101,1178.7,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.8731,101,1179.8,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,298.15,0.9504,101,1182.1,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.0327,101,1033,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.0994,101,1080,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.1505,101,1098.7,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.1989,101,1111.3,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.236,101,1118.6,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.2921,101,1127.6,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.3237,101,1131.9,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.4169,101,1141.3,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
cyxik,318.15,0.4841,101,1146.6,Ortega et al. (2008),Density,Liquid,AADYJk,O,water,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
