setid,Mole fraction of butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HSKdb,0.07,348,100,1002.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,293,100,1087,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,298,100,1081.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,303,100,1076.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,308,100,1071.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,313,100,1066.1,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,318,100,1060.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,323,100,1055.1,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,328,100,1049.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,333,100,1044.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,338,100,1039.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,343,100,1033.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.08,348,100,1028.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,293,100,1128.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,298,100,1123.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,303,100,1118.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,308,100,1113.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,313,100,1108,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,318,100,1102.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,323,100,1097.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,328,100,1092,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,333,100,1086.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,338,100,1082,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,343,100,1076.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.1,348,100,1070.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,293,100,1165.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,298,100,1160.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,303,100,1155.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,308,100,1150.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,313,100,1145.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,318,100,1140,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,323,100,1134.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,328,100,1129.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,333,100,1124.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,338,100,1119.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,343,100,1114.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.12,348,100,1108.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,293,100,1209.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,298,100,1204.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,303,100,1199.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,308,100,1194.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,313,100,1189.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,318,100,1184.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,323,100,1178.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,328,100,1173.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,333,100,1168.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,338,100,1164.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,343,100,1158.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.15,348,100,1153.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,293,100,1259.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,298,100,1254.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,303,100,1248.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,308,100,1244.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,313,100,1240.1,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,318,100,1235,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,323,100,1229.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,328,100,1224.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,333,100,1220,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,338,100,1215.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,343,100,1210.1,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.2,348,100,1204.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
