setid,"Temperature, K",Mole fraction of 2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SiIdR,298.15,0.8051,101,1304.5,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,298.15,0.9182,101,1321.2,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,298.15,1,101,1331.5,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0,101,852.86,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.1328,101,1029.3,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.2366,101,1113.08,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.2996,101,1150.14,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.3852,101,1190.27,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.4533,101,1215.4,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.5098,101,1232.97,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.5225,101,1236.37,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.5705,101,1248.93,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.6362,101,1264.58,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.7254,101,1282.1,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.8051,101,1296,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,0.9182,101,1312.5,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,308.15,1,101,1322.8,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0,101,843.46,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.1328,101,1020.2,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.2366,101,1104.16,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.2996,101,1141.31,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.3852,101,1181.54,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.4533,101,1206.72,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.5098,101,1224.33,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.5225,101,1227.74,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.5705,101,1240.33,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.6362,101,1256.02,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.7254,101,1273.59,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.8051,101,1287.5,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,0.9182,101,1304.1,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,318.15,1,101,1314.3,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0,101,833.94,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.1328,101,1011,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.2366,101,1095.25,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.2996,101,1132.5,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.3852,101,1172.82,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.4533,101,1198.07,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.5098,101,1215.71,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.5225,101,1219.14,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.5705,101,1231.76,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.6362,101,1247.48,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.7254,101,1265.1,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.8051,101,1279,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,0.9182,101,1295.7,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,328.15,1,101,1306,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0,101,824.36,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.1328,101,1001.8,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.2366,101,1086.32,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.2996,101,1123.69,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.3852,101,1164.13,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.4533,101,1189.44,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.5098,101,1207.14,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.5225,101,1210.57,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.5705,101,1223.22,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.6362,101,1238.98,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.7254,101,1256.64,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.8051,101,1270.6,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,0.9182,101,1287.3,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,338.15,1,101,1297.6,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0,101,814.64,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.1328,101,992.6,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.2366,101,1077.39,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.2996,101,1114.89,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.3852,101,1155.49,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.4533,101,1180.85,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.5098,101,1198.57,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.5225,101,1202.05,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.5705,101,1214.7,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.6362,101,1230.5,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
SiIdR,348.15,0.7254,101,1248.21,Domanska et al. (2013e),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
