setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium thiocyanate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VEtIB,298.15,0.0109,101,1030.1,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,298.15,0.0163,101,1030.2,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,298.15,0.0209,101,1030.3,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,298.15,0.0268,101,1030.4,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,298.15,0.0342,101,1030.5,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,298.15,0.0413,101,1030.7,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,298.15,0.0465,101,1030.7,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,298.15,0.0546,101,1030.8,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0,101,1020.9,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0109,101,1021.2,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0163,101,1021.3,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0209,101,1021.4,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0268,101,1021.5,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0342,101,1021.7,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0413,101,1021.7,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0465,101,1021.8,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,308.15,0.0546,101,1021.9,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0,101,1012,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0109,101,1012.3,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0163,101,1012.4,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0209,101,1012.5,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0268,101,1012.6,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0342,101,1012.8,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0413,101,1012.8,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0465,101,1012.9,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
VEtIB,318.15,0.0546,101,1013,Shekaari et al. (2019c),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
