setid,"Mole fraction of N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZUCsc,0.4998,313.15,101,1320,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,318.15,101,1315.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,323.15,101,1311.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,328.15,101,1307.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,333.15,101,1303.5,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,338.15,101,1299.3,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,343.15,101,1295.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,348.15,101,1291.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.4998,353.15,101,1287.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,288.15,101,1361.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,293.15,101,1357.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,298.15,101,1352.9,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,303.15,101,1348.7,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,308.15,101,1344.4,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,313.15,101,1340.1,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,318.15,101,1335.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,323.15,101,1331.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,328.15,101,1327.5,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,333.15,101,1323.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,338.15,101,1319,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,343.15,101,1314.9,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,348.15,101,1310.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6002,353.15,101,1306.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,288.15,101,1377.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,293.15,101,1373.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,298.15,101,1368.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,303.15,101,1364.4,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,308.15,101,1360.1,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,313.15,101,1355.7,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,318.15,101,1351.3,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,323.15,101,1347.1,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,328.15,101,1342.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,333.15,101,1338.5,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,338.15,101,1334.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,343.15,101,1330,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,348.15,101,1325.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.6999,353.15,101,1321.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,288.15,101,1390.4,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,293.15,101,1385.9,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,298.15,101,1381.4,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,303.15,101,1377,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,308.15,101,1372.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,313.15,101,1368.1,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,318.15,101,1363.7,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,323.15,101,1359.4,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,328.15,101,1355,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,333.15,101,1350.7,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,338.15,101,1346.3,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,343.15,101,1342,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,348.15,101,1337.7,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.8001,353.15,101,1333.5,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,288.15,101,1400.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,293.15,101,1396.3,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,298.15,101,1391.7,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,303.15,101,1387.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,308.15,101,1382.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,313.15,101,1378.3,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,318.15,101,1373.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,323.15,101,1369.4,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,328.15,101,1365,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,333.15,101,1360.5,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,338.15,101,1356.1,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,343.15,101,1351.8,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,348.15,101,1347.5,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,0.9003,353.15,101,1343.1,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,288.15,101,1409.5,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,293.15,101,1404.9,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,298.15,101,1400.3,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,303.15,101,1395.7,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,308.15,101,1391.2,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,313.15,101,1386.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,318.15,101,1382.1,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
ZUCsc,1,323.15,101,1377.6,Zhang et al. (2021a),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
