setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pnqiZ,298.15,0,100,908.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.1001,100,965.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.2003,100,1017.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.2994,100,1063.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.4,100,1106.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.5002,100,1145.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.6002,100,1180.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.701,100,1212.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.7969,100,1240.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,0.9003,100,1267.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,298.15,1,100,1292.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0,100,902.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.1001,100,960.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.2003,100,1012.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.2994,100,1059,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.4,100,1102,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.5002,100,1140.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.6002,100,1175.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.701,100,1207.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,0.7969,100,1236,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
