setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pnqiZ,303.15,0.9003,100,1263.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,303.15,1,100,1288.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0,100,898.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.1001,100,957.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.2003,100,1009.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.2994,100,1055.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.4,100,1098.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.5002,100,1137.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.6002,100,1172.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.701,100,1204.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.7969,100,1232.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,0.9003,100,1260.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,308.15,1,100,1284.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0,100,894.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.1001,100,953,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.2003,100,1005.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.2994,100,1051.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.4,100,1094.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.5002,100,1133.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.6002,100,1168.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.701,100,1201.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.7969,100,1229.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,0.9003,100,1257,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
pnqiZ,313.15,1,100,1280.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
