setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fjngn,0,292,100,1273.4,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0,302,100,1266.8,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0,312,100,1260.4,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0,322,100,1254.4,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0,332,100,1248.6,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0,342,100,1242.7,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1008,292,100,1270.3,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1008,302,100,1263.7,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1008,312,100,1257.2,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1008,322,100,1251.1,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1008,332,100,1245,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1008,342,100,1239.1,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1462,292,100,1268.3,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1462,302,100,1261.6,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1462,312,100,1255.3,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
fjngn,0.1462,322,100,1249,Bermejo et al. (2008),Density,Liquid,AADYJk,O,water,AAnDbw,C[n+]1ccn(CCCO)c1.O=[N+]([O-])[O-],3-(3-hydroxypropyl)-1-methyl-1H-imidazolium nitrate,,,
