setid,"Temperature, K","Solvent: MolaLity of 1-pentyl-3-methylimidazolium bromide, mol/kg","MolaLity of (R)-2-amino-3-mercaptopropanoic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cSEkd,288.15,0.05,0.3978,100,1019.81,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,288.15,0.05,0.4944,100,1024.35,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,288.15,0.05,0.599,100,1029.27,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,288.15,0.05,0.699,100,1033.97,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0,100,997.04,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0.0975,100,1001.64,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0.1985,100,1006.41,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0.2986,100,1011.13,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0.3968,100,1015.77,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0.4932,100,1020.32,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0.6,100,1025.36,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0,0.692,100,1029.71,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0,100,997.23,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0.0993,100,1001.92,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0.1988,100,1006.61,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0.2996,100,1011.36,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0.398,100,1016,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0.4996,100,1020.79,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0.596,100,1025.32,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.005,0.684,100,1029.5,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0,100,997.42,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0.0993,100,1002.1,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0.1986,100,1006.78,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0.2991,100,1011.51,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0.398,100,1016.17,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0.4973,100,1020.85,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0.597,100,1025.52,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.01,0.701,100,1030.44,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0,100,998.19,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0.0997,100,1002.88,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0.1953,100,1007.38,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0.2961,100,1012.13,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0.4002,100,1017.02,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0.4966,100,1021.56,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0.594,100,1026.14,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.03,0.694,100,1030.85,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0,100,998.96,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0.0994,100,1003.63,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0.1979,100,1008.26,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0.2983,100,1012.98,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0.3978,100,1017.66,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0.4944,100,1022.2,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0.599,100,1027.12,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,298.15,0.05,0.699,100,1031.82,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0,100,994.03,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0.0975,100,998.63,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0.1985,100,1003.4,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0.2986,100,1008.12,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0.3968,100,1012.76,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0.4932,100,1017.31,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0.6,100,1022.35,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0,0.692,100,1026.7,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.005,0,100,994.23,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
