setid,"MolaLity of 1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vzyfu,0.0379,101,298.15,1000.3,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABGvTR,CCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",,,
vzyfu,0.0587,101,298.15,1002.06,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABGvTR,CCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",,,
vzyfu,0.0721,101,298.15,1003.18,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABGvTR,CCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",,,
vzyfu,0.0908,101,298.15,1004.73,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABGvTR,CCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",,,
vzyfu,0.1115,101,298.15,1006.42,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABGvTR,CCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",,,
vzyfu,0.1355,101,298.15,1008.35,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABGvTR,CCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",,,
