setid,"Temperature, K",Mole fraction of 2-hydroxy-N-methylethanaminium propionate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IUmMd,303.15,0.101,102.24,1052.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,303.15,0.2006,102.24,1069.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,303.15,0.301,102.24,1069.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,303.15,0.3978,102.24,1070.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,303.15,0.4976,102.24,1069.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,303.15,0.5972,102.24,1068.7,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,303.15,0.8006,102.24,1065.4,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,303.15,1,102.24,1062.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0,102.24,994,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.02,102.24,1010,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.0501,102.24,1033.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.1001,102.24,1050.7,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.101,102.24,1049.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.2006,102.24,1066.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.301,102.24,1066.4,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.3978,102.24,1067.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.4976,102.24,1066.1,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.5972,102.24,1065.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,0.8006,102.24,1062.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,308.15,1,102.24,1059.4,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0,102.24,992.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.02,102.24,1006.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.0501,102.24,1030.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.1001,102.24,1047.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.101,102.24,1046.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.2006,102.24,1063.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.301,102.24,1063.3,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.3978,102.24,1064.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.4976,102.24,1063,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.5972,102.24,1062.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,0.8006,102.24,1059,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,313.15,1,102.24,1056.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0,102.24,990.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.02,102.24,1003.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.0501,102.24,1027.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.1001,102.24,1045.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.101,102.24,1043.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.2006,102.24,1060.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.301,102.24,1060.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.3978,102.24,1061.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.4976,102.24,1059.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.5972,102.24,1059.4,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,0.8006,102.24,1055.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,318.15,1,102.24,1053,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0,102.24,988,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.02,102.24,999.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.0501,102.24,1025,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.1001,102.24,1042.4,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.101,102.24,1040.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.2006,102.24,1057.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.301,102.24,1057.1,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.3978,102.24,1058.7,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.4976,102.24,1056.7,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.5972,102.24,1056.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,0.8006,102.24,1052.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,323.15,1,102.24,1049.8,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0,102.24,985.7,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.02,102.24,996.4,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.0501,102.24,1022.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.1001,102.24,1039.7,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.101,102.24,1037.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.2006,102.24,1054.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.301,102.24,1054,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.3978,102.24,1055.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.4976,102.24,1053.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.5972,102.24,1053.1,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,0.8006,102.24,1049.3,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,328.15,1,102.24,1046.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0,102.24,983.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.02,102.24,993,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.0501,102.24,1019.4,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.1001,102.24,1036.9,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.101,102.24,1035,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.2006,102.24,1051.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.301,102.24,1051,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.3978,102.24,1052.6,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.4976,102.24,1050.5,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.5972,102.24,1050,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,0.8006,102.24,1046.1,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
IUmMd,333.15,1,102.24,1043.2,Li et al. (2015c),Density,Liquid,AADYJk,O,water,AAcjLb,CCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium propionate,,,
