setid,"Temperature, K","Pressure, kPa",Mole fraction of tetrabutylphosphonium bromide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EtFIw,293.15,101,0.2,1073.4,Wang et al. (2019d),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AASFbA,Oc1ccccc1,phenol,,,
EtFIw,303.15,101,0.2,1066.2,Wang et al. (2019d),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AASFbA,Oc1ccccc1,phenol,,,
EtFIw,313.15,101,0.2,1059.2,Wang et al. (2019d),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AASFbA,Oc1ccccc1,phenol,,,
EtFIw,323.15,101,0.2,1052.2,Wang et al. (2019d),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AASFbA,Oc1ccccc1,phenol,,,
EtFIw,333.15,101,0.2,1045.7,Wang et al. (2019d),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AASFbA,Oc1ccccc1,phenol,,,
