setid,"Temperature, K","Mole fraction of propan-1,3-diol","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vYCZW,298.15,0.208,100,0.0002153,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
vYCZW,298.15,0.977,100,7.48e-05,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
vYCZW,303.15,0.226,100,0.0002124,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
vYCZW,303.15,0.974,100,7.55e-05,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
vYCZW,308.15,0.234,100,0.0002114,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
vYCZW,308.15,0.971,100,7.61e-05,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
vYCZW,313.15,0.259,100,0.0002063,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
vYCZW,313.15,0.971,100,7.6e-05,Turnaoglu et al. (2019b),Density,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
