setid,"Temperature, K","MolaRity of 1-dodecyl-3-methylimidazolium chloride, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eCSSj,293.2,1e-05,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,293.2,0.0001,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,293.2,0.00025,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,293.2,0.0005,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,293.2,0.001,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,293.2,0.0025,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,293.2,0.005,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,293.2,0.01,101,882.49,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,1e-05,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,0.0001,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,0.00025,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,0.0005,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,0.001,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,0.0025,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,0.005,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,298.2,0.01,101,877.33,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,303.2,1e-05,101,872.15,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,303.2,0.0001,101,872.15,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,303.2,0.00025,101,872.15,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
eCSSj,303.2,0.0005,101,872.15,Saien and Kharazi (2016),Density,Liquid mixture 2,Liquid mixture 1,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
