setid,"Mole fraction of N,N-diethyl-2-ethanolammonium pentanoate","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FdpRk,0,353.15,101,1124.3,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0,358.15,101,1121.1,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0,363.15,101,1118,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0,368.15,101,1114.8,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0,373.15,101,1111.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,278.15,101,1150.1,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,283.15,101,1146.3,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,288.15,101,1142.8,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,293.15,101,1139.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,298.15,101,1136.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,303.15,101,1132.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,308.15,101,1129.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,313.15,101,1125.8,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,318.15,101,1122.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,323.15,101,1119,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,328.15,101,1115.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,333.15,101,1112.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,338.15,101,1109,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,343.15,101,1105.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,348.15,101,1102.4,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,353.15,101,1099.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,358.15,101,1095.9,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,363.15,101,1092.9,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,368.15,101,1089.4,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1018,373.15,101,1086.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,278.15,101,1127.5,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,283.15,101,1123.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,288.15,101,1120.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,293.15,101,1116.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,298.15,101,1113.1,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,303.15,101,1109.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,308.15,101,1106.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,313.15,101,1103,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,318.15,101,1099.5,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,323.15,101,1095.8,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,328.15,101,1092.7,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,333.15,101,1089.3,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,338.15,101,1085.9,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,343.15,101,1082.5,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,348.15,101,1078.9,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,353.15,101,1075.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,358.15,101,1072.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,363.15,101,1068.9,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,368.15,101,1065.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.1952,373.15,101,1062.3,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,278.15,101,1104,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,283.15,101,1100.1,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,288.15,101,1096.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,293.15,101,1092.8,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,298.15,101,1089.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,303.15,101,1085.5,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,308.15,101,1082,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,313.15,101,1078.4,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,318.15,101,1074.9,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,323.15,101,1071.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,328.15,101,1068.1,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,333.15,101,1064.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,338.15,101,1061.1,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,343.15,101,1057.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,348.15,101,1054.2,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,353.15,101,1050.5,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,358.15,101,1047.3,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,363.15,101,1043.6,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,368.15,101,1040.5,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.3029,373.15,101,1036.8,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
FdpRk,0.4003,278.15,101,1082,Martins et al. (2020),Density,Liquid,AAqJKU,CCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethyl-2-ethanolammonium pentanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
