setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
irIug,293.15,0,81.5,948.7,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.0997,81.5,1019.2,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.2042,81.5,1075.4,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.2983,81.5,1116.8,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.4111,81.5,1157.5,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.5003,81.5,1184.8,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.585,81.5,1206.7,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.6965,81.5,1231.4,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.7833,81.5,1247.2,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,0.9134,81.5,1267.7,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,293.15,1,81.5,1285.9,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0,81.5,944,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.0997,81.5,1014.7,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.2042,81.5,1071.1,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.2983,81.5,1112.6,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.4111,81.5,1153.4,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.5003,81.5,1180.7,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.585,81.5,1202.8,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.6965,81.5,1227.4,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.7833,81.5,1243.3,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,0.9134,81.5,1263.8,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,298.15,1,81.5,1282.1,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,303.15,0,81.5,939.2,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,303.15,0.0997,81.5,1010.2,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,303.15,0.2042,81.5,1066.8,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
irIug,303.15,0.2983,81.5,1108.4,Zarei and Keley (2017),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
