setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BUUTG,0.5222,308.15,100.7,1196.5,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.5222,313.15,100.7,1192.2,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.5222,318.15,100.7,1187.6,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.5222,323.15,100.7,1183.5,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6239,293.15,100.7,1233.9,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6239,298.15,100.7,1229.8,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6239,303.15,100.7,1225.5,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6239,308.15,100.7,1221.4,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6239,313.15,100.7,1217.2,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6239,318.15,100.7,1212.6,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6239,323.15,100.7,1208.6,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6951,293.15,100.7,1248.8,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6951,298.15,100.7,1244.7,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6951,303.15,100.7,1240.3,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6951,308.15,100.7,1236.3,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6951,313.15,100.7,1232.3,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6951,318.15,100.7,1228,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.6951,323.15,100.7,1224.2,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.7978,293.15,100.7,1267.2,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.7978,298.15,100.7,1263,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.7978,303.15,100.7,1258.9,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.7978,308.15,100.7,1255,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.7978,313.15,100.7,1251.1,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.7978,318.15,100.7,1246.9,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.7978,323.15,100.7,1243,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.8953,293.15,100.7,1282.6,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.8953,298.15,100.7,1278.6,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.8953,303.15,100.7,1274.5,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.8953,308.15,100.7,1270.7,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.8953,313.15,100.7,1266.8,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.8953,318.15,100.7,1262.7,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,0.8953,323.15,100.7,1258.7,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,1,293.15,100.7,1296.7,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,1,298.15,100.7,1292.6,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,1,303.15,100.7,1288.6,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,1,308.15,100.7,1284.7,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,1,313.15,100.7,1280.8,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,1,318.15,100.7,1276.4,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
BUUTG,1,323.15,100.7,1272.4,Vaid et al. (2015a),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
