setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NQMZi,2000,318.15,1,1226.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,328.15,0.2,1103.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,328.15,0.4,1154,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,328.15,0.6,1183.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,328.15,0.8,1203.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,328.15,1,1218.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,338.15,0.2,1095.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,338.15,0.4,1145.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,338.15,0.6,1175,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,338.15,0.8,1195.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,338.15,1,1209.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,348.15,0.2,1087.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,348.15,0.4,1137.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,348.15,0.6,1166.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,348.15,0.8,1187.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,2000,348.15,1,1201.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,298.15,0.2,1129.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,298.15,0.4,1180.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,298.15,0.6,1210.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,298.15,0.8,1231.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,298.15,1,1245.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,308.15,0.2,1121.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,308.15,0.4,1172.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,308.15,0.6,1202,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,308.15,0.8,1222.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,308.15,1,1237.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,318.15,0.2,1113.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,318.15,0.4,1164.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,318.15,0.6,1193.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,318.15,0.8,1214.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,318.15,1,1228.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,328.15,0.2,1105.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,328.15,0.4,1156.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,328.15,0.6,1185.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,328.15,0.8,1206.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,328.15,1,1220.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,338.15,0.2,1097.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,338.15,0.4,1148.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,338.15,0.6,1177.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,338.15,0.8,1198,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,338.15,1,1212.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,348.15,0.2,1089.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,348.15,0.4,1140,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,348.15,0.6,1169.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,348.15,0.8,1189.9,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,5000,348.15,1,1204.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,298.15,0.2,1132.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,298.15,0.4,1183.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,298.15,0.6,1213.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,298.15,0.8,1234.6,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,298.15,1,1249.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,308.15,0.2,1124.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,308.15,0.4,1175.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,308.15,0.6,1205.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,308.15,0.8,1226.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,308.15,1,1241.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,318.15,0.2,1116.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,318.15,0.4,1167.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,318.15,0.6,1197.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,318.15,0.8,1218.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,318.15,1,1232.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,328.15,0.2,1108.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,328.15,0.4,1159.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,328.15,0.6,1189.3,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,328.15,0.8,1210.2,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,328.15,1,1224.5,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,338.15,0.2,1100.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,338.15,0.4,1151.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,338.15,0.6,1181.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,338.15,0.8,1201.8,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,338.15,1,1216.4,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,348.15,0.2,1093,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,348.15,0.4,1143.7,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,348.15,0.6,1173.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
NQMZi,10000,348.15,0.8,1194.1,Domanska et al. (2018e),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
