setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bcLkm,0.1575,298.15,100,1290,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,303.15,100,1285.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,308.15,100,1281.1,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,313.15,100,1276.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,318.15,100,1272.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,323.15,100,1267.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,328.15,100,1263.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,333.15,100,1259.2,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,338.15,100,1254.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,343.15,100,1250.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,348.15,100,1246.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,353.15,100,1242.1,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,358.15,100,1237.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
bcLkm,0.1575,363.15,100,1233.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABqGyG,CCCCCn1cc[n+](CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
