setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WFbei,298.15,391.1,0.0003138,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,723.5,0.0002882,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,1176.9,0.0002589,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,1878.4,0.0002239,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,2296.5,0.0002069,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,2902.2,0.0001872,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,3794.1,0.0001627,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,4243.9,0.0001527,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,298.15,4802.3,0.000142,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,422,0.0003224,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,892.4,0.000294,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,1411.8,0.0002666,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,2196.9,0.0002348,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,2506.7,0.0002255,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,3323.5,0.0002005,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,4195.8,0.0001815,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,4846.4,0.0001679,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,313.15,5385,0.0001608,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,459.2,0.0003324,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,825,0.0003145,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,1285.9,0.0002944,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,1981.2,0.0002685,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,2767.6,0.0002472,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,2997.9,0.0002383,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,3875.7,0.0002173,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,4698.7,0.0002037,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
WFbei,333.15,6121.1,0.0001829,Makino et al. (2014b),Density,Liquid,Gas,,27,AAIYzl,O=C=O,carbon dioxide,ABjAkD,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
