setid,"Temperature, K",Mole fraction of methanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AUwRt,288.15,0.0675,101,1199.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.1469,101,1189,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.2586,101,1173.5,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.3811,101,1150.1,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.4275,101,1140.1,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.518,101,1117.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.6083,101,1089.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.7069,101,1050.6,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.7972,101,1000.6,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,288.15,0.8985,101,920.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.0675,101,1197.7,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.1469,101,1187.5,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.2586,101,1172,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.3811,101,1148.4,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.4275,101,1138.5,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.518,101,1116.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.6083,101,1087.5,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.7069,101,1048.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.7972,101,998.7,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,290.65,0.8985,101,918.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.0675,101,1196.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.1469,101,1185.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.2586,101,1170.4,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.3811,101,1146.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.4275,101,1136.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.518,101,1114.5,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.6083,101,1085.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.7069,101,1046.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.7972,101,996.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,293.15,0.8985,101,916.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.0675,101,1194.6,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.1469,101,1184.4,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.2586,101,1168.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.3811,101,1145.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.4275,101,1135.3,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.518,101,1112.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.6083,101,1084,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.7069,101,1045.1,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.7972,101,994.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,295.65,0.8985,101,914.7,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.0675,101,1193.1,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.1469,101,1182.8,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.2586,101,1167.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.3811,101,1143.6,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.4275,101,1133.7,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.518,101,1111.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.6083,101,1082.3,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.7069,101,1043.3,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.7972,101,992.9,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,298.15,0.8985,101,912.7,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,300.65,0.0675,101,1191.5,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,300.65,0.1469,101,1181.2,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,300.65,0.2586,101,1165.6,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
AUwRt,300.65,0.3811,101,1142,Barros et al. (2018),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
