setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bOfMa,293.15,0,101,987.55,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.0536,101,1010.87,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.0969,101,1026.17,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.202,101,1055.57,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.3217,101,1080.32,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.4942,101,1105.94,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.6135,101,1118.92,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.7276,101,1129.17,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.8343,101,1137.49,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
bOfMa,293.15,0.9204,101,1143.7,Kermanpour and Niakan (2012),Density,Liquid,AAOXbF,NCCCO,3-amino-1-propanol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
