setid,"Temperature, K","Solvent: MolaLity of tetrabutylammonium hydrogen sulfate, mol/kg","MolaLity of thiamine hydrochloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aaRNl,298.15,0.01,0.1031,101,1006.78,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.015,0.0202,101,999.5,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.015,0.0364,101,1001,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.015,0.0529,101,1002.53,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.015,0.0694,101,1004,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.015,0.0862,101,1005.5,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.015,0.1031,101,1006.9,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.02,0.0201,101,999.64,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.02,0.0364,101,1001.15,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.02,0.0528,101,1002.65,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.02,0.0694,101,1004.12,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.02,0.0862,101,1005.58,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,298.15,0.02,0.1031,101,1007.01,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0,0.0202,101,996.04,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0,0.0365,101,997.57,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0,0.0529,101,999.08,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0,0.0695,101,1000.58,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0,0.0863,101,1002.03,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0,0.1032,101,1003.46,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.005,0.0202,101,996.22,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.005,0.0365,101,997.73,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.005,0.0529,101,999.24,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.005,0.0695,101,1000.71,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.005,0.0863,101,1002.17,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.005,0.1032,101,1003.61,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.01,0.0202,101,996.34,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.01,0.0364,101,997.86,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.01,0.0529,101,999.36,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.01,0.0695,101,1000.83,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.01,0.0862,101,1002.3,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.01,0.1031,101,1003.74,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.015,0.0202,101,996.47,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.015,0.0364,101,997.98,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.015,0.0529,101,999.47,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.015,0.0694,101,1000.94,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.015,0.0862,101,1002.41,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.015,0.1031,101,1003.86,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.02,0.0201,101,996.59,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.02,0.0364,101,998.1,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.02,0.0528,101,999.59,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.02,0.0694,101,1001.06,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.02,0.0862,101,1002.53,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,308.15,0.02,0.1031,101,1003.97,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0,0.0202,101,992.23,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0,0.0365,101,993.77,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0,0.0529,101,995.28,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0,0.0695,101,996.77,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0,0.0863,101,998.23,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0,0.1032,101,999.66,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.005,0.0202,101,992.4,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.005,0.0365,101,993.92,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.005,0.0529,101,995.41,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.005,0.0695,101,996.88,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.005,0.0863,101,998.34,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.005,0.1032,101,999.79,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.01,0.0202,101,992.53,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.01,0.0364,101,994.04,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.01,0.0529,101,996,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
aaRNl,318.15,0.01,0.0695,101,997,Sarkar and Sinha (2016),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AADYJk,O,water,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate
