setid,"Temperature, K",Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PRUSv,298.15,0.0154,101,815.6,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.0271,101,827.2,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.2988,101,1006.8,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.3987,101,1047.4,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.4965,101,1079.8,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.5972,101,1107.8,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.6889,101,1129.1,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.696,101,1130.6,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.7812,101,1147.9,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,298.15,0.8841,101,1165.9,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.0549,101,837.6,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.1008,101,875.1,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.1969,101,939.6,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.3103,101,997.6,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.3828,101,1027.5,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.4381,101,1047.4,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.4534,101,1052.4,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.4901,101,1064,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.6039,101,1095.2,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.6726,101,1111.2,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.8248,101,1141.4,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.8967,101,1156.9,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
PRUSv,318.15,0.9191,101,1153.3,Ortega et al. (2008),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
