setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hxvRx,288.15,0.006,100,1089.58,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,288.15,0.0091,100,1089.35,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,288.15,0.012,100,1089.16,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,288.15,0.0149,100,1088.99,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,288.15,0.0172,100,1088.81,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,293.15,0.006,100,1086.27,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,293.15,0.0091,100,1086.04,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,293.15,0.012,100,1085.85,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,293.15,0.0149,100,1085.68,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,293.15,0.0172,100,1085.5,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,298.15,0.006,100,1082.96,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,298.15,0.0091,100,1082.73,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,298.15,0.012,100,1082.54,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,298.15,0.0149,100,1082.37,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,298.15,0.0172,100,1082.19,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,303.15,0.006,100,1079.61,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,303.15,0.0091,100,1079.38,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,303.15,0.012,100,1079.19,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,303.15,0.0149,100,1079.01,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,303.15,0.0172,100,1078.82,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,308.15,0.006,100,1076.29,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,308.15,0.0091,100,1076.06,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,308.15,0.012,100,1075.86,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,308.15,0.0149,100,1075.69,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,308.15,0.0172,100,1075.49,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,313.15,0.006,100,1073,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,313.15,0.0091,100,1072.76,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,313.15,0.012,100,1072.56,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,313.15,0.0149,100,1072.38,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,313.15,0.0172,100,1072.18,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,318.15,0.006,100,1069.54,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,318.15,0.0091,100,1069.29,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,318.15,0.012,100,1069.09,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,318.15,0.0149,100,1068.91,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,318.15,0.0172,100,1068.71,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,323.15,0.006,100,1066.37,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,323.15,0.0091,100,1066.12,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,323.15,0.012,100,1065.91,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,323.15,0.0149,100,1065.72,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,323.15,0.0172,100,1065.51,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,328.15,0.006,100,1063.07,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,328.15,0.0091,100,1062.82,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,328.15,0.012,100,1062.61,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,328.15,0.0149,100,1062.42,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
hxvRx,328.15,0.0172,100,1062.21,Zhang et al. (2017e),Density,Liquid,ABCtwq,CCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-hexyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,
