setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yORja,100,293.15,1242.4,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,303.15,1233.8,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,313.15,1225.3,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,323.15,1217.6,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,333.15,1209.1,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,343.15,1201,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,353.15,1193.6,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,363.15,1186.2,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,373.15,1179.2,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,383.15,1172.7,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,100,393.15,1166,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,293.15,1242.9,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,303.15,1234.4,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,313.15,1225.9,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,323.15,1218.2,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,333.15,1209.7,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,343.15,1201.6,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,353.15,1194.3,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,363.15,1186.9,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,373.15,1179.9,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,383.15,1173.5,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,1000,393.15,1166.8,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,293.15,1243.5,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,303.15,1235,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,313.15,1226.5,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,323.15,1218.8,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,333.15,1210.3,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,343.15,1202.3,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,353.15,1195,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,363.15,1187.6,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
yORja,2000,373.15,1180.6,Gardas et al. (2007a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
