setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","MolaLity of L-arginine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BhfDJ,0,313.15,0.04003,101.3,994.152,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0,313.15,0.05996,101.3,995.105,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0,313.15,0.08036,101.3,996.073,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0,313.15,0.10121,101.3,996.996,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0,313.15,0.12001,101.3,997.929,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0,313.15,0.13999,101.3,998.852,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0,101.3,999.766,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0.02013,101.3,1000.77,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0.04003,101.3,1001.75,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0.05996,101.3,1002.73,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0.08006,101.3,1003.7,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0.09988,101.3,1004.65,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0.11997,101.3,1005.6,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,293.15,0.14003,101.3,1006.6,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0,101.3,998.591,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0.02013,101.3,999.587,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0.04003,101.3,1000.56,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0.05996,101.3,1001.53,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0.08006,101.3,1002.49,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0.09988,101.3,1003.43,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0.11997,101.3,1004.38,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,298.15,0.14003,101.3,1005.3,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0,101.3,997.179,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0.02013,101.3,998.165,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0.04003,101.3,999.131,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0.05996,101.3,1000.09,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0.08006,101.3,1001.05,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0.09988,101.3,1001.98,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0.11997,101.3,1002.92,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,303.15,0.14003,101.3,1004,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0,101.3,995.551,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0.02013,101.3,996.526,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0.04003,101.3,997.48,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0.05996,101.3,998.427,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0.08006,101.3,999.368,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0.09988,101.3,1000.29,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0.11997,101.3,1001.21,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,308.15,0.14003,101.3,1002.12,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0,101.3,993.727,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0.02013,101.3,994.696,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0.04003,101.3,995.645,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0.05996,101.3,996.587,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0.08006,101.3,997.528,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0.09988,101.3,998.446,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0.11997,101.3,999.369,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.04,313.15,0.14003,101.3,1000.28,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0,101.3,1002.34,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0.01997,101.3,1003.32,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0.04003,101.3,1004.3,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0.06004,101.3,1005.27,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0.07998,101.3,1006.23,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0.09996,101.3,1007.18,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0.11611,101.3,1007.94,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,293.15,0.13999,101.3,1009.06,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0,101.3,1001.13,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0.01997,101.3,1002.11,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0.04003,101.3,1003.08,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0.06004,101.3,1004.05,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0.07998,101.3,1005,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0.09996,101.3,1005.94,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0.11611,101.3,1006.7,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,298.15,0.13999,101.3,1007.8,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,303.15,0,101.3,999.693,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,303.15,0.01997,101.3,1000.66,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,303.15,0.04003,101.3,1001.62,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
BhfDJ,0.08,303.15,0.06004,101.3,1002.58,Kumar et al. (2022),Density,Liquid,AAhaWw,NC(N)=NCCC[C@H](N)C(=O)O,L-arginine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
