setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ERSdo,283.15,0,101.3,814.45,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.00557,101.3,814.83,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.01059,101.3,815.07,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.01937,101.3,815.49,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.03051,101.3,816,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.04074,101.3,816.35,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.05026,101.3,816.62,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.06097,101.3,816.87,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.07505,101.3,817.12,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,283.15,0.11577,101.3,817.42,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0,101.3,810.5,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.00557,101.3,810.84,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.01059,101.3,811.12,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.01937,101.3,811.61,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.03051,101.3,812.04,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.04074,101.3,812.4,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.05026,101.3,812.67,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.06097,101.3,812.93,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.07505,101.3,813.19,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,288.15,0.11577,101.3,813.51,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0,101.3,806.47,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.00557,101.3,806.8,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.01059,101.3,807.09,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.01937,101.3,807.55,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.03051,101.3,808.02,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.04074,101.3,808.38,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.05026,101.3,808.66,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.06097,101.3,808.93,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.07505,101.3,809.2,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,293.15,0.11577,101.3,809.58,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0,101.3,802.35,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.00557,101.3,802.67,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.01059,101.3,803.04,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.01937,101.3,803.34,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.03051,101.3,803.87,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.04074,101.3,804.29,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.05026,101.3,804.59,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.06097,101.3,804.88,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.07505,101.3,805.18,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,298.15,0.11577,101.3,805.65,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0,101.3,798.16,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.00557,101.3,798.5,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.01059,101.3,798.78,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.01937,101.3,799.26,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.03051,101.3,799.75,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.04074,101.3,800.13,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.05026,101.3,800.43,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.06097,101.3,800.73,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.07505,101.3,801.05,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,303.15,0.11577,101.3,801.57,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0,101.3,793.87,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.00557,101.3,794.22,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.01059,101.3,794.51,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.01937,101.3,795,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.03051,101.3,795.51,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.04074,101.3,795.91,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.05026,101.3,796.24,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.06097,101.3,796.56,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.07505,101.3,796.91,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,308.15,0.11577,101.3,797.53,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0,101.3,789.49,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.00557,101.3,789.86,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.01059,101.3,790.16,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.01937,101.3,790.68,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.03051,101.3,791.22,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.04074,101.3,791.66,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.05026,101.3,792.02,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.06097,101.3,792.39,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.07505,101.3,792.79,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
ERSdo,313.15,0.11577,101.3,793.6,Tomas et al. (2023),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
