setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FKwQB,298.15,0,100,798,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.1023,100,855.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.2005,100,898.8,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.3015,100,927.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.4018,100,952.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.5032,100,976.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.6026,100,994.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.7026,100,1018.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.8032,100,1043.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,0.9029,100,1071.6,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,298.15,1,100,1103,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0,100,794.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.1023,100,851.6,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.2005,100,894.8,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.3015,100,923.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.4018,100,948.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.5032,100,972.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.6026,100,990.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.7026,100,1014.8,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.8032,100,1039.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,0.9029,100,1067.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,303.15,1,100,1099.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,308.15,0,100,790.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,308.15,0.1023,100,847.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,308.15,0.2005,100,890.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,308.15,0.3015,100,919.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,308.15,0.4018,100,944.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,308.15,0.5032,100,968.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
FKwQB,308.15,0.6026,100,986.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONLE,CCC(C)O,butan-2-ol,,,
