setid,"Temperature, K","Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","MolaLity of methyl 3-oxobutanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hZMfg,288.15,0.1019,0.7933,101,1015.39,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,288.15,0.1019,0.8885,101,1016.45,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0,101,998.227,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.0809,101,999.43,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.1654,101,1000.66,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.285,101,1002.36,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.386,101,1003.75,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.4607,101,1004.75,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.5604,101,1006.06,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.6367,101,1007.01,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.7871,101,1008.9,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0,0.8429,101,1009.58,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0,101,1003.53,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.0587,101,1004.45,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.0965,101,1005.02,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.2073,101,1006.67,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.3007,101,1007.99,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.3995,101,1009.33,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.5081,101,1010.75,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.5882,101,1011.73,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.6651,101,1012.67,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.7933,101,1014.12,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,293.15,0.1019,0.8885,101,1015.16,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0,101,997.072,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.0809,101,998.205,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.1654,101,999.37,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.285,101,1001,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.386,101,1002.33,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.4607,101,1003.3,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.5604,101,1004.56,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.6367,101,1005.53,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.7871,101,1007.35,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0,0.8429,101,1008,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0,101,1002.16,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.0587,101,1003.03,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.0965,101,1003.59,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.2073,101,1005.14,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.3007,101,1006.42,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.3995,101,1007.7,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.5081,101,1009.05,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.5882,101,1010,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.6651,101,1010.9,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.7933,101,1012.29,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,298.15,0.1019,0.8885,101,1013.3,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0,101,995.677,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.0809,101,996.78,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.1654,101,997.9,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.285,101,999.454,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.386,101,1000.73,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.4607,101,1001.65,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.5604,101,1002.85,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.6367,101,1003.74,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.7871,101,1005.47,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0,0.8429,101,1006.11,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0,101,1000.83,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.0587,101,1001.66,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.0965,101,1002.18,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.2073,101,1003.67,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.3007,101,1004.86,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.3995,101,1006.09,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.5081,101,1007.38,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.5882,101,1008.29,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.6651,101,1009.14,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.7933,101,1010.46,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,303.15,0.1019,0.8885,101,1011.4,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0,101,994.062,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.0809,101,995.12,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.1654,101,996.2,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.285,101,997.68,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.386,101,998.91,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.4607,101,999.79,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.5604,101,1000.94,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.6367,101,1001.79,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.7871,101,1003.45,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0,0.8429,101,1004.04,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0.1019,0,101,999.035,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0.1019,0.0587,101,999.83,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0.1019,0.0965,101,1000.33,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0.1019,0.2073,101,1001.76,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
hZMfg,308.15,0.1019,0.3007,101,1002.92,Pal et al. (2014c),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
