setid,"Temperature, K","MolaLity of 1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BMuhl,293.15,0.3462,101.3,967.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,293.15,0.4014,101.3,974.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,293.15,0.4353,101.3,978.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,293.15,0.4992,101.3,985.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0,101.3,916.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.0201,101.3,919.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.0301,101.3,921.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.0401,101.3,922.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.0502,101.3,924.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.0796,101.3,928.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.1196,101.3,934,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.2013,101.3,945.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.2491,101.3,951.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.2999,101.3,958,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.3462,101.3,963.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.4014,101.3,969.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.4353,101.3,973.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,298.15,0.4992,101.3,981,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0,101.3,911.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.0201,101.3,914.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.0301,101.3,916.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.0401,101.3,917.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.0502,101.3,919.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.0796,101.3,923.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.1196,101.3,929.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.2013,101.3,940.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.2491,101.3,946.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.2999,101.3,953.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.3462,101.3,958.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.4014,101.3,965,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.4353,101.3,968.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,303.15,0.4992,101.3,976.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0,101.3,906.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.0201,101.3,909.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.0301,101.3,911.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.0401,101.3,913,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.0502,101.3,914.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.0796,101.3,918.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.1196,101.3,924.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.2013,101.3,935.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.2491,101.3,941.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.2999,101.3,948.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.3462,101.3,953.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.4014,101.3,960.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.4353,101.3,964.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,308.15,0.4992,101.3,971.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0,101.3,901.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.0201,101.3,905,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.0301,101.3,906.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.0401,101.3,908.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.0502,101.3,909.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.0796,101.3,913.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.1196,101.3,919.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.2013,101.3,930.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.2491,101.3,937,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.2999,101.3,943.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.3462,101.3,948.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.4014,101.3,955.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.4353,101.3,959.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,313.15,0.4992,101.3,966.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,318.15,0,101.3,897,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,318.15,0.0201,101.3,900.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,318.15,0.0301,101.3,901.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,318.15,0.0401,101.3,903.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
BMuhl,318.15,0.0502,101.3,904.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARRRo,COCC(C)O,1-methoxy-2-propanol,,,
