setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DlkEF,293.15,100,0.5,1170.4,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABQHNK,CCCCCCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,"1-octyl-2,3-dimethylimidazolium hexafluorophosphate",,,
DlkEF,303.15,100,0.5,1163,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABQHNK,CCCCCCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,"1-octyl-2,3-dimethylimidazolium hexafluorophosphate",,,
DlkEF,313.15,100,0.5,1156,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABQHNK,CCCCCCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,"1-octyl-2,3-dimethylimidazolium hexafluorophosphate",,,
DlkEF,323.15,100,0.5,1148.4,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABQHNK,CCCCCCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,"1-octyl-2,3-dimethylimidazolium hexafluorophosphate",,,
DlkEF,333.15,100,0.5,1140.9,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABQHNK,CCCCCCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,"1-octyl-2,3-dimethylimidazolium hexafluorophosphate",,,
DlkEF,343.15,100,0.5,1134.6,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABQHNK,CCCCCCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,"1-octyl-2,3-dimethylimidazolium hexafluorophosphate",,,
DlkEF,353.15,100,0.5,1128,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABQHNK,CCCCCCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,"1-octyl-2,3-dimethylimidazolium hexafluorophosphate",,,
