setid,Mole fraction of toluene,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xMEgd,0,101,283.15,1385.92,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.0492,101,283.15,1378.08,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.1025,101,283.15,1369.22,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.2018,101,283.15,1350.95,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.3065,101,283.15,1327.21,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.4026,101,283.15,1300.75,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.4983,101,283.15,1269.42,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.7015,101,283.15,1174.61,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,0.811,101,283.15,1095.9,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xMEgd,1,101,283.15,876.1,Gonzalez et al. (2015c),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
