setid,"Temperature, K",Mole fraction of butan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ulsdJ,298.15,0,101,1008.4,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.1025,101,998.5,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.2018,101,987.497,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.2999,101,975.365,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.3989,101,961.397,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.5016,101,944.783,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.6004,101,926.29,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.7012,101,903.96,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.8008,101,877.8,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,0.8995,101,846,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,298.15,1,101,805.8,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0,101,1004.4,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
