setid,"Temperature, K",Mole fraction of butan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ulsdJ,303.15,0.1025,101,994.5,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.2018,101,983.5,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.2999,101,971.427,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.3989,101,957.475,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.5016,101,940.876,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.6004,101,922.385,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.7012,101,900.045,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.8008,101,873.8,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,0.8995,101,842,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,303.15,1,101,802,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0,101,1000.3,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.1025,101,990.5,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.2018,101,979.5,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.2999,101,967.437,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.3989,101,953.503,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.5016,101,936.907,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.6004,101,918.422,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.7012,101,896.1,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.8008,101,869.9,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,0.8995,101,838.1,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,308.15,1,101,798.1,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0,101,996.2,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.1025,101,986.4,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.2018,101,975.5,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.2999,101,963.409,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.3989,101,949.491,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.5016,101,932.906,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.6004,101,914.42,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.7012,101,892.1,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.8008,101,865.9,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,0.8995,101,834.1,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
ulsdJ,313.15,1,101,794.2,Shao et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
