setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QwWcY,288.15,0,100,999.1,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.0323,100,999.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.0586,100,999.9,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.0739,100,1000.1,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.0899,100,1000.3,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.1048,100,1000.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.1254,100,1000.8,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.1437,100,1001,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.1687,100,1001.3,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
QwWcY,288.15,0.1789,100,1001.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
