setid,"Temperature, K","Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xmpmP,303.15,0,101,939.014,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.02852,101,940.173,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.05393,101,941.191,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.07866,101,942.17,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.1047,101,943.187,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.1431,101,944.69,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.1824,101,946.204,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.222,101,947.732,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,303.15,0.2619,101,949.254,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0,101,929.43,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.02852,101,930.632,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.05393,101,931.686,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.07866,101,932.697,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.1047,101,933.756,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.1431,101,935.303,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.1824,101,936.87,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.222,101,938.448,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,313.15,0.2619,101,940.016,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0,101,919.797,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.02852,101,921.05,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.05393,101,922.138,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.07866,101,923.191,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.1047,101,924.277,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.1431,101,925.877,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.1824,101,927.496,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.222,101,929.126,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,323.15,0.2619,101,930.747,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0,101,910.117,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.02852,101,911.409,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.05393,101,912.535,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.07866,101,913.625,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.1047,101,914.75,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.1431,101,916.4,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.1824,101,918.08,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.222,101,919.765,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,333.15,0.2619,101,921.436,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
