setid,"Temperature, K","Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xmpmP,283.15,0,101,958.067,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.02852,101,959.148,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.05393,101,960.097,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.07866,101,961.015,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.1047,101,961.969,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.1431,101,963.376,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.1824,101,964.794,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.222,101,966.232,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,283.15,0.2619,101,967.661,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0,101,948.553,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.02852,101,949.672,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.05393,101,950.653,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.07866,101,951.604,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.1047,101,952.588,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.1431,101,954.042,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.1824,101,955.511,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.222,101,956.99,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,293.15,0.2619,101,958.466,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0,101,943.79,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.02852,101,944.93,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.05393,101,945.929,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.07866,101,946.892,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.1047,101,947.89,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.1431,101,949.37,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.1824,101,950.86,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.222,101,952.366,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
xmpmP,298.15,0.2619,101,953.862,Placzek et al. (2006),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
