setid,Mole fraction of propan-2-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CsKoU,0.0515,298.15,101,1427.23,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.0962,298.15,101,1418.52,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.1921,298.15,101,1397.79,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.3213,298.15,101,1363.98,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.3896,298.15,101,1342.5,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.4869,298.15,101,1306.05,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.5173,298.15,101,1292.91,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.6074,298.15,101,1247.91,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.6943,298.15,101,1192.86,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.7996,298.15,101,1102.82,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
CsKoU,0.8995,298.15,101,978.52,Andreatta et al. (2011),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
