setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vxgKw,10000,311.8,1031.2,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,10000,331.7,1016.3,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,10000,351.8,1001.6,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,10000,372,987.2,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,10000,392.1,973,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,10000,412.2,959.2,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,20000,311.8,1036.6,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,20000,331.7,1021.9,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,20000,351.8,1007.5,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,20000,372,993.6,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,20000,392.1,979.8,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,20000,412.2,966.3,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,30000,311.8,1041.7,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,30000,331.7,1027.4,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,30000,351.8,1013.3,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,30000,372,999.6,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,30000,392.1,986.2,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,30000,412.2,973,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,40000,311.8,1046.6,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,40000,331.7,1032.6,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,40000,351.8,1018.7,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,40000,372,1005.4,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,40000,392.1,992.2,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,40000,412.2,979.4,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,50000,311.8,1051.3,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,50000,331.7,1037.5,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,50000,351.8,1024,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,50000,372,1010.8,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,50000,392.1,998,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,50000,412.2,985.4,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,60000,311.8,1055.9,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
vxgKw,60000,331.7,1042.3,Hiraga et al. (2018a),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
