setid,"Temperature, K",Mole fraction of triethanolamine,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iysij,293.15,0.983,100,1130,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.994,100,1125,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.997,100,1124,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,1,100,1122,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.084,100,1365,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.167,100,1348,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.305,100,1317,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.426,100,1289,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.539,100,1261,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.641,100,1236,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.723,100,1211,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.802,100,1185,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.875,100,1164,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.94,100,1141,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.969,100,1130,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.983,100,1127,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.994,100,1123,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,0.997,100,1122,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,298.15,1,100,1119,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.084,100,1361,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.167,100,1344,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.305,100,1313,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.426,100,1285,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.539,100,1257,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.641,100,1232,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.723,100,1208,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.802,100,1182,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.875,100,1161,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.94,100,1138,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.969,100,1127,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.983,100,1124,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.994,100,1120,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,0.997,100,1119,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,303.15,1,100,1116,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.084,100,1353,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.167,100,1336,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.305,100,1305,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.426,100,1278,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.539,100,1250,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.641,100,1226,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.723,100,1201,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.802,100,1176,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.875,100,1155,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.94,100,1132,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.969,100,1121,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.983,100,1118,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.994,100,1114,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,0.997,100,1113,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,313.15,1,100,1111,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
