setid,"Temperature, K",Mole fraction of triethanolamine,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iysij,293.15,0.084,100,1369,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.167,100,1352,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.305,100,1321,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.426,100,1293,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.539,100,1265,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.641,100,1239,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.723,100,1214,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.802,100,1189,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.875,100,1167,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.94,100,1145,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
iysij,293.15,0.969,100,1133,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
