setid,"Temperature, K",Mole fraction of 3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YoOtq,293.15,1,101,1233.4,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0,101,785.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.0523,101,874.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.1045,101,939.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.2014,101,1021.1,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.2925,101,1073.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.4024,101,1118.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.4781,101,1142.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.578,101,1168.3,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.6822,101,1189.3,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.7926,101,1207.1,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.8593,101,1215.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,0.9321,101,1223.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,298.15,1,101,1229.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0,101,780.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.0523,101,870.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.1045,101,935.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.2014,101,1017,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.2925,101,1069.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.4024,101,1115.2,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.4781,101,1139.3,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.578,101,1164.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.6822,101,1186.1,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.7926,101,1204,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.8593,101,1212.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,0.9321,101,1220.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,303.15,1,101,1226.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0,101,776.3,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.0523,101,867.1,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.1045,101,931.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.2014,101,1013,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.2925,101,1065.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.4024,101,1111.4,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.4781,101,1135.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.578,101,1161.2,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.6822,101,1182.4,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.7926,101,1200.4,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.8593,101,1209.3,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,0.9321,101,1217.1,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,308.15,1,101,1223,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0,101,772.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.0523,101,863.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.1045,101,928.1,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.2014,101,1009.3,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.2925,101,1061.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.4024,101,1107.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.4781,101,1131.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.578,101,1157.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.6822,101,1178.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.7926,101,1196.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.8593,101,1205.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,0.9321,101,1213.4,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,313.15,1,101,1219.2,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0,101,767.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.0523,101,859.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.1045,101,923.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.2014,101,1004.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.2925,101,1057.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.4024,101,1103.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.4781,101,1127.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.578,101,1153.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.6822,101,1174.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.7926,101,1193,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.8593,101,1202,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,0.9321,101,1209.7,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,318.15,1,101,1215.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0,101,763.6,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.0523,101,856.2,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.1045,101,919.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.2014,101,1001,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.2925,101,1053.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.4024,101,1099.8,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.4781,101,1124.1,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.578,101,1149.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.6822,101,1171.3,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.7926,101,1189.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.8593,101,1198.5,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,0.9321,101,1206.2,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
YoOtq,323.15,1,101,1211.9,Taib et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,
