setid,"Temperature, K",Mole fraction of 2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BapaK,298.15,0.7261,101,1313.13,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,298.15,0.8093,101,1319.5,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,298.15,0.9036,101,1325.7,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,298.15,1,101,1331.5,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0,101,1046.56,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.065,101,1120.4,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.0935,101,1144.37,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.1373,101,1175.11,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.179,101,1196.86,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.2756,101,1233.67,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.3615,101,1255.72,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.458,101,1273.96,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.5544,101,1287.92,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.6428,101,1297.23,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.7261,101,1304.52,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.8093,101,1310.8,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,0.9036,101,1317,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,308.15,1,101,1322.8,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0,101,1034.49,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.065,101,1109.4,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.0935,101,1133.78,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.1373,101,1164.96,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.179,101,1186.99,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.2756,101,1224.24,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.3615,101,1246.53,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.458,101,1264.96,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.5544,101,1279.09,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.6428,101,1288.51,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.7261,101,1295.88,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.8093,101,1302.3,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,0.9036,101,1308.5,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,318.15,1,101,1314.3,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0,101,1022.29,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.065,101,1098.4,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.0935,101,1123.13,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.1373,101,1154.76,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.179,101,1177.11,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.2756,101,1214.82,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.3615,101,1237.37,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.458,101,1256,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.5544,101,1270.28,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.6428,101,1279.81,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.7261,101,1287.5,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.8093,101,1293.7,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,0.9036,101,1300.1,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,328.15,1,101,1306,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0,101,1009.94,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.065,101,1087.2,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.0935,101,1112.41,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.1373,101,1144.53,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.179,101,1167.2,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.2756,101,1205.4,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.3615,101,1228.21,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.458,101,1247.07,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.5544,101,1261.51,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.6428,101,1271.15,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.7261,101,1278.9,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.8093,101,1285.2,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,0.9036,101,1291.6,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,338.15,1,101,1297.6,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0,101,997.43,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.065,101,1075.7,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.0935,101,1101.64,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.1373,101,1134.25,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.179,101,1157.28,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.2756,101,1195.99,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.3615,101,1219.09,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.458,101,1238.15,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.5544,101,1252.77,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.6428,101,1262.45,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.7261,101,1270.4,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
BapaK,348.15,0.8093,101,1276.7,Domanska et al. (2013e),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
