setid,Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zDzVP,0,353.15,96.7,1040.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,303.15,96.7,1078.5,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,308.15,96.7,1074.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,313.15,96.7,1070.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,318.15,96.7,1065.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,323.15,96.7,1061.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,328.15,96.7,1057.5,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,333.15,96.7,1053.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,338.15,96.7,1049.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,343.15,96.7,1045,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,348.15,96.7,1040.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.141,353.15,96.7,1036.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,303.15,96.7,1068.6,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,308.15,96.7,1064.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,313.15,96.7,1061.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,318.15,96.7,1057.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,323.15,96.7,1053.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,328.15,96.7,1050,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,333.15,96.7,1046.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,338.15,96.7,1042.5,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,343.15,96.7,1038.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,348.15,96.7,1035.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.278,353.15,96.7,1031.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,303.15,96.7,1063.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,308.15,96.7,1059.5,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,313.15,96.7,1055.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,318.15,96.7,1052.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,323.15,96.7,1048.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,328.15,96.7,1045.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,333.15,96.7,1041.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,338.15,96.7,1038.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,343.15,96.7,1034.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,348.15,96.7,1031.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.366,353.15,96.7,1027.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,303.15,96.7,1057.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,308.15,96.7,1053.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,313.15,96.7,1050.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,318.15,96.7,1047,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,323.15,96.7,1043.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,328.15,96.7,1040.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,333.15,96.7,1037,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,338.15,96.7,1033.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,343.15,96.7,1030.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,348.15,96.7,1027.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.472,353.15,96.7,1023.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,303.15,96.7,1050.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,308.15,96.7,1047.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,313.15,96.7,1044,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,318.15,96.7,1040.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,323.15,96.7,1037.6,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,328.15,96.7,1034.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,333.15,96.7,1031.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,338.15,96.7,1028.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,343.15,96.7,1025,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,348.15,96.7,1021.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.606,353.15,96.7,1018.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,303.15,96.7,1043.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,308.15,96.7,1040.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,313.15,96.7,1037.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,318.15,96.7,1034.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,323.15,96.7,1031.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,328.15,96.7,1028.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,333.15,96.7,1025.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,338.15,96.7,1022.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,343.15,96.7,1019.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,348.15,96.7,1016.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.773,353.15,96.7,1013.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,303.15,96.7,1039.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,308.15,96.7,1036.7,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,313.15,96.7,1033.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,318.15,96.7,1030.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,323.15,96.7,1027.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,328.15,96.7,1025,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,333.15,96.7,1022.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,338.15,96.7,1019.3,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,343.15,96.7,1016.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,348.15,96.7,1013.6,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,0.878,353.15,96.7,1010.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,303.15,96.7,1036.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,308.15,96.7,1033.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,313.15,96.7,1030.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,318.15,96.7,1027.6,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,323.15,96.7,1024.8,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,328.15,96.7,1021.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,333.15,96.7,1019.1,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,338.15,96.7,1016.4,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,343.15,96.7,1013.6,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,348.15,96.7,1010.9,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
zDzVP,1,353.15,96.7,1008.2,Yang et al. (2017c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
