setid,"Temperature, K","MolaLity of 1-decyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AEKnc,293.15,0.0619,100,998.37,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,293.15,0.0932,100,998.37,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,293.15,0.1815,100,998.19,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,293.15,0.2274,100,998.06,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,293.15,0.3292,100,997.88,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,293.15,1.183,100,996.4,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0,100,997.04,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.0157,100,997.09,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.0217,100,997.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.0251,100,997.11,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.0257,100,997.11,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.0342,100,997.13,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.0619,100,997.14,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.0932,100,997.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.1815,100,996.84,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.2274,100,996.69,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,0.3292,100,996.41,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,298.15,1.183,100,994.4,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0,100,995.65,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.0157,100,995.68,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.0217,100,995.68,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.0251,100,995.69,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.0257,100,995.69,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.0342,100,995.7,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.0619,100,995.68,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.0932,100,995.61,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.1815,100,995.28,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.2274,100,995.09,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,0.3292,100,994.72,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,303.15,1.183,100,992.2,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0,100,994.03,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.0157,100,994.04,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.0217,100,994.04,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.0251,100,994.04,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.0257,100,994.04,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.0342,100,994.04,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.0619,100,993.99,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.0932,100,993.89,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.1815,100,993.49,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.2274,100,993.28,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,0.3292,100,992.84,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,308.15,1.183,100,990,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0,100,992.21,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.0157,100,992.2,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.0217,100,992.2,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.0251,100,992.2,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.0257,100,992.19,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.0342,100,992.18,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.0619,100,992.11,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.0932,100,991.98,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.1815,100,991.53,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.2274,100,991.31,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,0.3292,100,990.82,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,313.15,1.183,100,987.6,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0,100,990.21,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.0157,100,990.19,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.0217,100,990.17,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.0251,100,990.16,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.0257,100,990.16,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.0342,100,990.15,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.0619,100,990.05,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.0932,100,989.91,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.1815,100,989.39,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.2274,100,989.15,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,0.3292,100,988.59,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,318.15,1.183,100,985,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0,100,988.03,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.0157,100,987.99,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.0217,100,987.97,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.0251,100,987.97,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.0257,100,987.96,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.0342,100,987.94,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.0619,100,987.82,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.0932,100,987.65,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.1815,100,987.12,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.2274,100,986.83,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,0.3292,100,986.25,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
AEKnc,323.15,1.183,100,982.3,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,AADYJk,O,water,,,
