setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vFseC,298.15,0,93,997,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.03,93,998.5,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.0524,93,999.5,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.077,93,1000.7,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.1236,93,1002.8,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.1961,93,1006.1,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.3009,93,1010.7,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.4082,93,1015.4,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.5133,93,1019.7,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.611,93,1023.7,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,298.15,0.7495,93,1029.2,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,303.15,0,93,995.6,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
vFseC,303.15,0.03,93,997,Terdale and Warke (2020),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
