setid,"Temperature, K","MolaLity of 1-(2-hydroxylethyl)-3-propylimidazolium chloride, mol/kg","MolaLity of 1-(carboxymethyl)-3-propylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dRCCx,293.15,0.025,0.0751,101,1002.49,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,0.0501,0.0502,101,1001.99,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,0.0752,0.0252,101,1001.5,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,0.25,0.7506,101,1035.56,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,0.4997,0.5015,101,1031.6,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,0.7511,2.2517,101,1085.41,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,0.7514,0.2504,101,1027.63,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,1.4996,4.5025,101,1127.71,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,1.5023,1.5024,101,1077.14,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,2.2553,0.7513,101,1068.74,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,2.9985,3.0043,101,1116.09,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,293.15,4.5016,1.502,101,1104.65,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,0.025,0.0751,101,1001.27,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,0.0501,0.0502,101,1000.8,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,0.0752,0.0252,101,1000.36,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,0.25,0.7506,101,1033.69,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,0.4997,0.5015,101,1029.84,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,0.7511,2.2517,101,1082.83,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,0.7514,0.2504,101,1025.89,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,1.4996,4.5025,101,1124.69,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,1.5023,1.5024,101,1074.64,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,2.2553,0.7513,101,1066.32,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,2.9985,3.0043,101,1113.18,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,298.15,4.5016,1.502,101,1101.79,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,0.025,0.0751,101,999.79,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,0.0501,0.0502,101,999.3,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,0.0752,0.0252,101,998.87,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,0.25,0.7506,101,1031.81,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,0.4997,0.5015,101,1027.93,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,0.7511,2.2517,101,1080.18,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,0.7514,0.2504,101,1024.07,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
dRCCx,303.15,1.4996,4.5025,101,1121.66,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAkiTg,CCCn1cc[n+](CCO)c1.[Cl-],1-(2-hydroxylethyl)-3-propylimidazolium chloride,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride
